"Y","X","sex","g","t"
0,2.7035,"2","1",2016
0,2.2552,"2","2",2016
0,2.4046,"2","2",2016
0,2.6895,"2","1",2016
0,2.7642,"2","1",2016
1,2.8239,"1","1",2017
1,2.6292,"1","1",2017
1,2.8014,"2","1",2017
1,2.8314,"1","1",2017
1,2.3782,"2","1",2017
1,2.8179,"1","1",2017
1,2.7548,"2","1",2017
1,2.528,"2","2",2017
1,3.0074,"1","1",2017
1,2.7752,"2","1",2017
1,2.6704,"1","1",2017
1,2.7715,"1","1",2017
1,3.0336,"2","2",2017
1,2.6554,"2","1",2017
1,2.779,"2","1",2017
1,2.9325,"2","2",2017
1,2.2397,"1","1",2017
1,2.97,"1","1",2017
1,2.9812,"2","1",2017
1,3.1984,"2","1",2017
1,2.8239,"2","1",2017
1,2.9063,"2","2",2017
1,2.749,"2","1",2017
1,3.0674,"2","1",2017
1,2.5243,"1","2",2017
1,2.6666,"2","1",2017
1,2.6104,"1","1",2017
